2018,Monday,Elm Road,Motor Vehicle Crash - No Injury,20:17:16
2018,Monday,Mercer Street,Motor Vehicle Crash - No Injury,22:19:34
2018,Tuesday,Moran Avenue,Motor Vehicle Crash - No Injury,10:00:30
2018,Tuesday,Riverside Drive,Motor Vehicle Crash - No Injury,15:38:55
2018,Thursday,Nassau Street,Motor Vehicle Crash - No Injury,11:53:47
2018,Thursday,North Harrison Street,Motor Vehicle Crash - No Injury,12:05:58
2018,Friday,River Road,Motor Vehicle Crash - No Injury,08:21:15
2018,Friday,Elm Drive,Motor Vehicle Crash - No Injury,09:22:34
2018,Friday,Palmer Square East,Motor Vehicle Crash - No Injury,12:51:13
2018,Friday,Great Road,Motor Vehicle Crash - No Injury,16:17:00
2018,Friday,Mercer Street,Motor Vehicle Crash - No Injury,18:03:01
2018,Saturday,Mercer Street,Motor Vehicle Crash - No Injury,18:41:24
2018,Saturday,State Road,Motor Vehicle Crash - No Injury,19:00:31
2018,Saturday,Lawrenceville Road,Motor Vehicle Crash - No Injury,20:05:51
2018,Sunday,Palmer Square West,Motor Vehicle Crash - No Injury,14:46:14
2018,Monday,Edgerstoune Road,Motor Vehicle Crash - No Injury,10:59:27
2018,Monday,Moore Street,Motor Vehicle Crash - No Injury,15:54:36
2018,Tuesday,Laurel Road,Motor Vehicle Crash - No Injury,18:36:06
2018,Tuesday,Elm Road,Motor Vehicle Crash - No Injury,18:54:49
2018,Wednesday,Wilkinson Way,Motor Vehicle Crash - No Injury,12:55:07
2018,Wednesday,Bayard Lane,Motor Vehicle Crash - No Injury,13:17:34
2018,Thursday,State Road,Motor Vehicle Crash - No Injury,12:21:03
2018,Thursday,Lawrenceville Road,Motor Vehicle Crash - No Injury,13:15:35
2018,Friday,Rollingmead,Motor Vehicle Crash - No Injury,08:36:06
2018,Friday,Faculty Road,Motor Vehicle Crash - No Injury,09:55:15
2018,Friday,Mercer Street,Motor Vehicle Crash - No Injury,09:55:03
2018,Friday,Great Road,Motor Vehicle Crash - No Injury,11:14:48
2018,Friday,Bayard Lane,Motor Vehicle Crash - Injury,16:15:10
2018,Friday,Nassau Street,Motor Vehicle Crash - No Injury,17:42:28
2018,Saturday,State Road,Motor Vehicle Crash - Injury,17:07:52
2018,Sunday,Bayard Lane,Motor Vehicle Crash - No Injury,18:30:08
2018,Sunday,Mercer Street,Motor Vehicle Crash - No Injury,21:07:49
2018,Monday,Princeton Kingston Road,Motor Vehicle Crash - No Injury,14:53:34
2018,Monday,Chambers Street,Motor Vehicle Crash - No Injury,15:52:46
2018,Monday,,Motor Vehicle Crash - No Injury,02:38:32
2018,Wednesday,Mercer Street,Motor Vehicle Crash - No Injury,14:03:08
2018,Wednesday,Spruce Circle,Motor Vehicle Crash - No Injury,15:06:16
2018,Wednesday,State Road,Motor Vehicle Crash - No Injury,17:08:34
2018,Thursday,Walnut Lane,Motor Vehicle Crash - No Injury,08:08:40
